,분류,명칭,위도,경도
0,보안등,역삼1동833,37.4933487196,127.032033186
1,보안등,역삼1동833,37.4933487196,127.032033186
2,보안등,역삼1동833,37.4933487196,127.032033186
3,보안등,역삼1동833,37.4933487196,127.032033186
4,보안등,역삼1동833,37.4933487196,127.032033186
5,보안등,역삼1동832-25,37.49283351,127.03141329399999
6,보안등,역삼1동832-27,37.4926316591,127.031508196
7,보안등,역삼1동832-28,37.4924802706,127.03158050200001
8,보안등,역삼1동832-28,37.4924802706,127.03158050200001
9,보안등,역삼1동832-29,37.4923433006,127.031643768
10,보안등,역삼1동832-31,37.4920297367,127.03169339
11,보안등,역삼1동832-31,37.4920297367,127.03169339
12,보안등,역삼1동837-33,37.4915755437,127.03200981399999
13,보안등,역삼1동837-15,37.4918998658,127.03215921399999
14,보안등,역삼1동837-16,37.4919574771,127.032353732
15,보안등,역삼1동836,37.4919753184,127.03300054299999
16,보안등,역삼1동836-1,37.4916221664,127.032846603
17,보안등,역삼1동836-2,37.4916617717,127.032986836
18,보안등,역삼1동836-14,37.4914851489,127.03307722
19,보안등,역삼1동836-15,37.491441941,127.032932463
20,보안등,역삼1동836-25,37.4909084751,127.033180995
21,보안등,역삼1동840-1,37.491163732800004,127.03534765
22,보안등,역삼1동840-3,37.4912501426,127.035637167
23,보안등,역삼1동840-5,37.4913221492,127.035881446
24,보안등,역삼1동840-5,37.4913221492,127.035881446
25,보안등,역삼1동835-51,37.4916536441,127.036130374
26,보안등,역삼1동799,37.4915885846,127.036736435
27,보안등,역삼1동835-52,37.4917148543,127.036320373
28,보안등,역삼1동793-52,37.4919418398,127.036542115
29,보안등,역삼1동835-68,37.4923096847,127.03577788700001
30,보안등,역삼1동793-33,37.4921904631,127.036718637
31,보안등,역삼1동835-68,37.4923096847,127.03577788700001
32,보안등,역삼1동835-68,37.4923096847,127.03577788700001
33,보안등,역삼1동835-12,37.4917836312,127.03532985
34,보안등,역삼1동835-12,37.4917836312,127.03532985
35,보안등,역삼1동834-23,37.4928722342,127.034701644
36,보안등,역삼1동834-24,37.4929695562,127.03465645799999
37,보안등,역삼1동834-68,37.493052322,127.03508619700001
38,보안등,역삼1동834-72,37.4933118549,127.03494157600001
39,보안등,역삼1동834-72,37.4933118549,127.03494157600001
40,보안등,역삼1동834-73,37.4934560308,127.03489188799999
41,보안등,역삼1동834-52,37.493852535100004,127.034684005
42,보안등,역삼1동834-75,37.493574985,127.034819572
43,보안등,역삼1동834-54,37.493989381300004,127.03504592600001
44,보안등,역삼1동835-68,37.4923096847,127.03577788700001
45,보안등,역삼1동835-68,37.4923096847,127.03577788700001
46,보안등,역삼1동835-68,37.4923096847,127.03577788700001
47,보안등,역삼1동793-24,37.4924969299,127.036316229
48,보안등,역삼1동835-68,37.4923096847,127.03577788700001
49,보안등,역삼1동793-12,37.4928573077,127.03639782
50,보안등,역삼1동835-68,37.4923096847,127.03577788700001
51,보안등,역삼1동835-68,37.4923096847,127.03577788700001
52,보안등,역삼1동835-68,37.4923096847,127.03577788700001
53,보안등,역삼1동835-68,37.4923096847,127.03577788700001
54,보안등,역삼1동835-68,37.4923096847,127.03577788700001
55,보안등,역삼1동835-68,37.4923096847,127.03577788700001
56,보안등,역삼1동835-68,37.4923096847,127.03577788700001
57,보안등,역삼1동835-68,37.4923096847,127.03577788700001
58,보안등,역삼1동835-68,37.4923096847,127.03577788700001
59,보안등,역삼1동835-68,37.4923096847,127.03577788700001
60,보안등,역삼1동835-68,37.4923096847,127.03577788700001
61,보안등,역삼1동835-68,37.4923096847,127.03577788700001
62,보안등,역삼1동835-68,37.4923096847,127.03577788700001
63,보안등,역삼1동 652-16,37.5073706664,127.036549634
64,보안등,역삼1동 658-7,37.5069959029,127.036373015
65,보안등,역삼1동 652-15,37.5075040598,127.03640493
66,보안등,역삼1동 651-15,37.5071870406,127.035965946
67,보안등,역삼1동 658-5,37.5070139827,127.036178492
68,보안등,역삼1동 651-16,37.5071294312,127.035784958
69,보안등,역삼1동 651-16,37.5071294312,127.035784958
70,보안등,역삼1동 651-2,37.5073997955,127.03557698200001
71,보안등,역삼1동 658-1,37.5068807703,127.035730552
72,보안등,역삼1동748-18,37.4956684085,127.036530361
73,보안등,역삼1동748-29,37.4956178848,127.036747455
74,보안등,역삼1동745-19,37.496547596199996,127.037155015
75,보안등,역삼1동746-16,37.4967565038,127.037553176
76,보안등,역삼1동746-16,37.4967565038,127.037553176
77,보안등,역삼1동746-7,37.4970483404,127.03783377399999
78,보안등,역삼1동746-9,37.497159956,127.038173086
79,보안등,역삼1동746-29,37.4972105389,127.037779575
80,보안등,역삼1동745-6,37.4972899627,127.03735441299999
81,보안등,역삼1동738-32,37.4978304095,127.037847739
82,보안등,역삼1동745-3,37.4975673908,127.03761238700001
83,보안등,역삼1동745-3,37.4975673908,127.03761238700001
84,보안등,역삼1동738-4,37.4987533319,127.03692540899999
85,보안등,역삼1동738-42,37.497697351199996,127.036929412
86,보안등,역삼1동745-8,37.497369375,127.036960915
87,보안등,역삼1동745-8,37.497369375,127.036960915
88,보안등,역삼1동744-10,37.4968902194,127.03638168399999
89,보안등,역삼1동745-20,37.496652229,127.036784149
90,보안등,역삼1동744-9,37.4967496804,127.036322811
91,보안등,역삼1동748,37.4962847291,127.036426623
92,보안등,역삼1동748-1,37.496241427600005,127.03659849
93,보안등,역삼1동748-23,37.4961116321,127.036761267
94,보안등,역삼1동748,37.4962847291,127.036426623
95,보안등,역삼1동748-4,37.496003660999996,127.036277217
96,보안등,역삼1동748-4,37.496003660999996,127.036277217
97,보안등,역삼1동 624-10,37.5041322368,127.031006359
98,보안등,역삼1동 624-38,37.5037935731,127.030567409
99,보안등,역삼1동 624-38,37.5037935731,127.030567409
100,보안등,역삼1동 624-38,37.5037935731,127.030567409
101,보안등,역삼1동 624-38,37.5037935731,127.030567409
102,보안등,역삼1동 624-38,37.5037935731,127.030567409
103,보안등,역삼1동 624-38,37.5037935731,127.030567409
104,보안등,역삼1동 624-45,37.5037825775,127.031268595
105,보안등,역삼1동 624-15,37.5038437762,127.03153100200001
106,보안등,역삼1동 624-15,37.5038437762,127.03153100200001
107,보안등,역삼1동 624-15,37.5038437762,127.03153100200001
108,보안등,역삼1동 624-12,37.5043663774,127.03146336399999
109,보안등,역삼1동 612-8,37.5045068652,127.031721283
110,보안등,역삼1동 612-7,37.5046906301,127.031870649
111,보안등,역삼1동 610-7,37.5050689702,127.03217391
112,보안등,역삼1동 612-6,37.5047915926,127.03168521299999
113,보안등,역삼1동 612-5,37.5049285817,127.031549554
114,보안등,역삼1동 613-24,37.5051917988,127.031083703
115,보안등,역삼1동 611,37.5054476389,127.031255718
116,보안등,역삼1동 611,37.5054476389,127.031255718
117,보안등,역삼1동 605,37.5064025582,127.03180351700001
118,보안등,역삼1동 605,37.5064025582,127.03180351700001
119,보안등,역삼1동 610,37.5055879504,127.032169609
120,보안등,역삼1동 610,37.5055879504,127.032169609
121,보안등,역삼1동 611-3,37.5054727635,127.031644785
122,보안등,역삼1동 611-3,37.5054727635,127.031644785
123,보안등,역삼1동 610,37.5055879504,127.032169609
124,보안등,역삼1동 610,37.5055879504,127.032169609
125,보안등,역삼1동 610,37.5055879504,127.032169609
126,보안등,역삼1동 652-13,37.5075039773,127.036671848
127,보안등,역삼1동 635-13,37.499879887,127.029453013
128,보안등,역삼1동 635-11,37.4999772964,127.02904592899999
129,보안등,역삼1동 819-4,37.4995267409,127.02925836200001
130,보안등,역삼1동 649-2,37.4997536061,127.03000936299999
131,보안등,역삼1동 649-2,37.4997536061,127.03000936299999
132,보안등,역삼1동 649-4,37.4998796428,127.030416535
133,보안등,역삼1동 635-1,37.5009609621,127.029978181
134,보안등,역삼1동 635-1,37.5009609621,127.029978181
135,보안등,역삼1동 635-1,37.5009609621,127.029978181
136,보안등,역삼1동 635-12,37.500042070300005,127.02944403
137,보안등,역삼1동 635-12,37.500042070300005,127.02944403
138,보안등,역삼1동 635-9,37.5002511285,127.02934459299999
139,보안등,역삼1동 635-6,37.5006656494,127.029109527
140,보안등,역삼1동 622-10,37.502910881700004,127.029408966
141,보안등,역삼1동 622-4,37.5030730357,127.02951760100001
142,보안등,역삼1동 634,37.5031414154,127.02990214799999
143,보안등,역삼1동 634,37.5031414154,127.02990214799999
144,보안등,역삼1동 623-15,37.503426160500005,127.02979369100001
145,보안등,역삼1동 623-14,37.5035234474,127.029879682
146,보안등,역삼1동 623-17,37.5032278417,127.03017813299999
147,보안등,역삼1동 623-19,37.503061973099996,127.030503778
148,보안등,역삼1동 634-4,37.5028566378,127.03013727
149,보안등,역삼1동 633-9,37.5024492459,127.030670907
150,보안등,역삼1동 633-9,37.5024492459,127.030670907
151,보안등,역삼1동 681-39,37.5089582502,127.04193411700001
152,보안등,역삼1동 681-39,37.5089582502,127.04193411700001
153,보안등,역삼1동 681-30,37.5088394582,127.04153592799999
154,보안등,역삼1동 681-37,37.5090196033,127.041694373
155,보안등,역삼1동 681-22,37.508753068000004,127.041232765
156,보안등,역삼1동 681-29,37.5088034625,127.041409233
157,보안등,역삼1동 681-23,37.5088684139,127.04118306299999
158,보안등,역삼1동 681-21,37.5087134679,127.04110606799999
159,보안등,역삼1동 687-4,37.5081189879,127.040576425
160,보안등,역삼1동 687-11,37.5084936023,127.041164761
161,보안등,역삼1동 687-11,37.5084936023,127.041164761
162,보안등,역삼1동 686-12,37.5077438842,127.0413996
163,보안등,역삼1동 687-9,37.5080719652,127.041069524
164,보안등,역삼1동 687-3,37.5079531657,127.04068491299999
165,보안등,역삼1동 687-3,37.5079531657,127.04068491299999
166,보안등,역삼1동 686-4,37.507578274299995,127.04089734
167,보안등,역삼1동 686,37.5076865041,127.040580715
168,보안등,역삼1동 687-12,37.5083350003,127.041237059
169,보안등,역삼1동 687-12,37.5083350003,127.041237059
170,보안등,역삼1동 684,37.5086592015,127.041694172
171,보안등,역삼1동 684,37.5086592015,127.041694172
172,보안등,역삼1동 684-4,37.5082915228,127.041888503
173,보안등,역삼1동 684-4,37.5082915228,127.041888503
174,보안등,역삼1동 687-14,37.5081835587,127.041445083
175,보안등,역삼1동799-18,37.4922582329,127.03892595200001
176,보안등,역삼1동799-16,37.4921178269,127.03846452200001
177,보안등,역삼1동794-30,37.492305377,127.038030399
178,보안등,역삼1동794-27,37.4923667398,127.03773642700001
179,보안등,역삼1동794-24,37.4925685465,127.03779532899999
180,보안등,역삼1동794-29,37.4921937073,127.037858464
181,보안등,역삼1동799-13,37.4918910268,127.037677387
182,보안등,역삼1동799-10,37.491656798,127.037573239
183,보안등,역삼1동799-5,37.4918190037,127.03749642700001
184,보안등,역삼1동 623-22,37.5034404894,127.030137505
185,보안등,역삼1동 623-12,37.503710821,127.030019994
186,보안등,역삼1동 624-18,37.5039197582,127.030395555
187,보안등,역삼1동 613-5,37.5042044899,127.030341385
188,보안등,역삼1동 613-8,37.5043774585,127.030436455
189,보안등,역삼1동 613-8,37.5043774585,127.030436455
190,보안등,역삼1동 613-14,37.504665716999995,127.03068086100001
191,보안등,역삼1동 613-10,37.5045973189,127.030377734
192,보안등,역삼1동 613-20,37.5049503698,127.030929791
193,보안등,역삼1동798-14,37.492629071399996,127.040052406
194,보안등,역삼1동798-32,37.4923912942,127.039789938
195,보안등,역삼1동798-25,37.4928094767,127.03944640000002
196,보안등,역삼1동798-29,37.4924887529,127.03934220000001
197,보안등,역삼1동798-25,37.4928094767,127.03944640000002
198,보안등,역삼1동798-25,37.4928094767,127.03944640000002
199,보안등,역삼1동795-41,37.4927557517,127.038428664
200,보안등,역삼1동 686-1,37.5075927763,127.040648525
201,보안등,역삼1동 653-4,37.5078819015,127.03824188200001
202,보안등,역삼1동 653-4,37.5078819015,127.03824188200001
203,보안등,역삼1동 653-4,37.5078819015,127.03824188200001
204,보안등,역삼1동 653-4,37.5078819015,127.03824188200001
205,보안등,역삼1동 653-4,37.5078819015,127.03824188200001
206,보안등,역삼1동 653-4,37.5078819015,127.03824188200001
207,보안등,역삼1동 652-10,37.5076155904,127.03702930200001
208,보안등,역삼1동794-28,37.4921938127,127.037528276
209,보안등,역삼1동794-32,37.4923666658,127.03796710600001
210,보안등,역삼1동799-2,37.4917073974,127.037120955
211,보안등,역삼1동794-2,37.4933904829,127.03710821899999
212,보안등,역삼1동747-6,37.4959167081,127.03773368899999
213,보안등,역삼1동747-6,37.4959167081,127.03773368899999
214,보안등,역삼1동747-8,37.496078892199996,127.037724724
215,보안등,역삼1동747-14,37.4964138935,127.038263174
216,보안등,역삼1동747-14,37.4964138935,127.038263174
217,보안등,역삼1동747-10,37.4962410719,127.037729329
218,보안등,역삼1동749-9,37.495747988299996,127.03557597700001
219,보안등,역삼1동747,37.496093429,127.03734477
220,보안등,역삼1동747-1,37.495855566100005,127.037335605
221,보안등,역삼1동748-20,37.4959927274,127.03667074200001
222,보안등,역삼1동748-20,37.4959927274,127.03667074200001
223,보안등,역삼1동748-29,37.4956178848,127.036747455
224,보안등,역삼1동 633-26,37.5021356488,127.03085172700001
225,보안등,역삼1동 633-26,37.5021356488,127.03085172700001
226,보안등,역삼1동 633-24,37.5023806892,127.030978492
227,보안등,역삼1동 633-22,37.5025932837,127.031141435
228,보안등,역삼1동 633-21,37.5025212651,127.030906171
229,보안등,역삼1동 633-4,37.502636628000005,127.03077503
230,보안등,역삼1동 633-5,37.5028960917,127.03087465899999
231,보안등,역삼1동 633-5,37.5028960917,127.03087465899999
232,보안등,역삼1동 624-24,37.5032817173,127.03089291299999
233,보안등,역삼1동 623-21,37.5031772748,127.030607872
234,보안등,역삼1동 624-23,37.5034402729,127.030974406
235,보안등,역삼1동 624-23,37.5034402729,127.030974406
236,보안등,역삼1동 623-25,37.503346743200005,127.03030032299999
237,보안등,역삼1동 624-39,37.5035953951,127.030399948
238,보안등,역삼1동 623-22,37.5034404894,127.030137505
239,보안등,역삼1동 613-17,37.5047918283,127.03079401
240,보안등,역삼1동 613-19,37.505040514,127.030762445
241,보안등,역삼1동 613-20,37.5049503698,127.030929791
242,보안등,역삼1동 624,37.5046656093,127.03109253299999
243,보안등,역삼1동 624,37.5046656093,127.03109253299999
244,보안등,역삼1동 612-9,37.5046294492,127.031544904
245,보안등,역삼1동 685-1,37.5079094325,127.042069252
246,보안등,역삼1동 685-2,37.5077832709,127.042127994
247,보안등,역삼1동 684-5,37.5083311188,127.04202424799999
248,보안등,역삼1동 684-6,37.5084247782,127.042150975
249,보안등,역삼1동 684-12,37.5084030764,127.042368119
250,보안등,역삼1동 684-14,37.5086625169,127.042503989
251,보안등,역삼1동 684-9,37.5087166746,127.04223257299999
252,보안등,역삼1동 681-41,37.5091781177,127.04187090200001
253,보안등,역삼1동 684-27,37.5088785861,127.042979144
254,보안등,역삼1동 683-39,37.5089432062,127.04366684799999
255,보안등,역삼1동 683-1,37.5090080233,127.04381618200001
256,보안등,역삼1동 682-12,37.5095163268,127.043445498
257,보안등,역삼1동 682-14,37.5093324853,127.043544923
258,보안등,역삼1동 682-14,37.5093324853,127.043544923
259,보안등,역삼1동 682-4,37.5092317189,127.04314674
260,보안등,역삼1동 682-9,37.5096029046,127.043223865
261,보안등,역삼1동 682-9,37.5096029046,127.043223865
262,보안등,역삼1동 682,37.5096535648,127.04266289700001
263,보안등,역삼1동 682,37.5096535648,127.04266289700001
264,보안등,역삼1동 682-12,37.5095163268,127.043445498
265,보안등,역삼1동 682-12,37.5095163268,127.043445498
266,보안등,역삼1동 682-12,37.5095163268,127.043445498
267,보안등,역삼1동 686-3,37.5073584197,127.04092436399999
268,보안등,역삼1동 686-3,37.5073584197,127.04092436399999
269,보안등,역삼1동748-7,37.495690121799996,127.03624087799999
270,보안등,역삼1동749-15,37.495683041999996,127.035820206
271,보안등,역삼1동749-6,37.496007493200004,127.03552634299999
272,보안등,역삼1동749-6,37.496007493200004,127.03552634299999
273,보안등,역삼1동749-21,37.4962236597,127.03577523
274,보안등,역삼1동748-10,37.4954306928,127.03604172700001
275,보안등,역삼1동748-14,37.4950991444,127.035969195
276,보안등,역삼1동 624-41,37.5045791331,127.031015591
277,보안등,역삼1동 624-9,37.5043087946,127.031155719
278,보안등,역삼1동 686-1,37.5075927763,127.040648525
279,보안등,역삼1동 686-1,37.5075927763,127.040648525
280,보안등,역삼1동 690-27,37.5072283228,127.041928626
281,보안등,역삼1동 690-35,37.5068929925,127.042367266
282,보안등,역삼1동 690-17,37.506723813,127.04177905200001
283,보안등,역삼1동 690-24,37.506921978,127.04193750200001
284,보안등,역삼1동 690-20,37.507073524,127.041435422
285,보안등,역삼1동 690-20,37.507073524,127.041435422
286,보안등,역삼1동 686-20,37.5073979364,127.041290832
287,보안등,역삼1동 689-34,37.5070304884,127.040824657
288,보안등,역삼1동 670-1,37.5039069037,127.03750247200001
289,보안등,역삼1동 670-1,37.5039069037,127.03750247200001
290,보안등,역삼1동 670-3,37.503708726999996,127.037362135
291,보안등,역삼1동 689-26,37.5061363962,127.041670149
292,보안등,역삼1동 689-26,37.5061363962,127.041670149
293,보안등,역삼1동 690-15,37.506449808,127.042059385
294,보안등,역삼1동 690-15,37.506449808,127.042059385
295,보안등,역삼1동 690-17,37.506723813,127.04177905200001
296,보안등,역삼1동 817-5,37.5004497622,127.027634745
297,보안등,역삼1동 817-20,37.5003378778,127.028308721
298,보안등,역삼1동 817-23,37.500373882199995,127.028458014
299,보안등,역삼1동 817-27,37.500701783800004,127.02872503200001
300,보안등,역삼1동 817-38,37.5008747901,127.028670815
301,보안등,역삼1동 817-38,37.5008747901,127.028670815
302,보안등,역삼1동 620-9,37.5009830821,127.027956121
303,보안등,역삼1동 817-26,37.5004747171,127.028779229
304,보안등,역삼1동 817-22,37.5001792398,127.02856198299999
305,보안등,역삼1동791,37.494547138899996,127.03785512799999
306,보안등,역삼1동790-20,37.4947057783,127.03766070799999
307,보안등,역삼1동789-14,37.4948176692,127.037136065
308,보안등,역삼1동791-2,37.4946551447,127.038212521
309,보안등,역삼1동791-2,37.4946551447,127.038212521
310,보안등,역삼1동791-8,37.494564978,127.038416021
311,보안등,역삼1동791-5,37.4947919505,127.038664917
312,보안등,역삼1동791-5,37.4947919505,127.038664917
313,보안등,역삼1동791-6,37.4946657888,127.03872817799999
314,보안등,역삼1동791-6,37.4946657888,127.03872817799999
315,보안등,역삼1동791-10,37.494471371399996,127.038112915
316,보안등,역삼1동797-5,37.4948350019,127.03926201200001
317,보안등,역삼1동797-1,37.4949071619,127.039022316
318,보안등,역삼1동797-15,37.4944385002,127.039438211
319,보안등,역삼1동796-3,37.4939845205,127.03905349799999
320,보안등,역삼1동796-3,37.4939845205,127.03905349799999
321,보안등,역삼1동796-2,37.4939449225,127.038913258
322,보안등,역삼1동796-2,37.4939449225,127.038913258
323,보안등,역삼1동796-6,37.4937359261,127.03880006899999
324,보안등,역삼1동 682-1,37.5093399628,127.042807491
325,보안등,역삼1동 684-21,37.508947138,127.042771074
326,보안등,역삼1동 684-7,37.508691519,127.04202897399999
327,보안등,역삼1동 681-39,37.5089582502,127.04193411700001
328,보안등,역삼1동796-11,37.4936133087,127.03904425799999
329,보안등,역삼1동795-3,37.493772127199996,127.03830705799999
330,보안등,역삼1동792-59,37.4939703956,127.038162416
331,보안등,역삼1동792-82,37.493934403400004,127.038013132
332,보안등,역삼1동792-5,37.4932683136,127.035918562
333,보안등,역삼1동792-5,37.4932683136,127.035918562
334,보안등,역삼1동792-76,37.4938839863,127.037890979
335,보안등,역삼1동792-75,37.49405701,127.037796079
336,보안등,역삼1동792-81,37.4937507757,127.03745668399999
337,보안등,역삼1동794-5,37.493393966999996,127.037488168
338,보안등,역삼1동795-8,37.4932568942,127.037863524
339,보안등,역삼1동795-13,37.4932063505,127.03813488799999
340,보안등,역삼1동794-12,37.4930947866,127.03763276
341,보안등,역삼1동 619-10,37.5023850567,127.02791593
342,보안등,역삼1동 622-22,37.5024101629,127.028427121
343,보안등,역삼1동 622-21,37.5024966235,127.02857643700001
344,보안등,역삼1동 622-17,37.5026082401,127.02901980600001
345,보안등,역삼1동 622-16,37.5026911692,127.028870554
346,보안등,역삼1동 622-11,37.502723515300005,127.029236991
347,보안등,역삼1동 621-13,37.502446024499996,127.029159979
348,보안등,역삼1동 621-33,37.501984657,127.029372414
349,보안등,역삼1동 621-33,37.501984657,127.029372414
350,보안등,역삼1동 621-26,37.501959579099996,127.02876170399999
351,보안등,역삼1동 620-24,37.5017395969,127.029318033
352,보안등,역삼1동 620-21,37.501299967600005,127.02906906
353,보안등,역삼1동 620-21,37.501299967600005,127.02906906
354,보안등,역삼1동 620-20,37.5014261173,127.029032919
355,보안등,역삼1동 620-13,37.5013000318,127.02880668700001
356,보안등,역삼1동 620-7,37.5012533538,127.028082884
357,보안등,역삼1동 817-35,37.500705555100005,127.028028395
358,보안등,역삼1동 817-1,37.5005975451,127.027557898
359,보안등,역삼1동 817-22,37.5001792398,127.02856198299999
360,보안등,역삼1동 817-25,37.5002548771,127.02875652600001
361,보안등,역삼1동 817-17,37.4999883361,127.028105028
362,보안등,역삼1동 817-16,37.5001144909,127.028046269
363,보안등,역삼1동 690-40,37.5067235646,127.04247574600001
364,보안등,역삼1동 690-41,37.5068784542,127.04270655799999
365,보안등,역삼1동 690-14,37.5063200181,127.042185984
366,보안등,역삼1동 689-23,37.505909287,127.041828361
367,보안등,역삼1동 701,37.503861723200004,127.043161745
368,보안등,역삼1동 701,37.503861723200004,127.043161745
369,보안등,역삼1동 701,37.503861723200004,127.043161745
370,보안등,역삼1동 701,37.503861723200004,127.043161745
371,보안등,역삼1동 703-5,37.5042505168,127.04435173899999
372,보안등,역삼1동 703-8,37.5043188841,127.044641305
373,보안등,역삼1동 703-8,37.5043188841,127.044641305
374,보안등,역삼1동 704-45,37.504650127800005,127.04549651299999
375,보안등,역삼1동 704-55,37.5047004196,127.04592178700001
376,보안등,역삼1동 704-53,37.504743569,127.04617515
377,보안등,역삼1동 704-51,37.5048804421,127.04637880899999
378,보안등,역삼1동 697-45,37.5050244674,127.046722714
379,보안등,역삼1동 697-45,37.5050244674,127.046722714
380,보안등,역삼1동 697-45,37.5050244674,127.046722714
381,보안등,역삼1동 696-5,37.5054134802,127.04727939700001
382,보안등,역삼1동 696-5,37.5054134802,127.04727939700001
383,보안등,역삼1동 696-18,37.505589908000005,127.04770023299999
384,보안등,역삼1동 705-17,37.5050600218,127.04793513799999
385,보안등,역삼1동 705-32,37.5050060367,127.047749625
386,보안등,역삼1동 705-8,37.504894425100005,127.04746907299999
387,보안등,역삼1동 705-5,37.5047972307,127.04718400700001
388,보안등,역삼1동 681-50,37.5094049966,127.042359637
389,보안등,역삼1동 681-50,37.5094049966,127.042359637
390,보안등,역삼1동 818-3,37.4998152922,127.028317571
391,보안등,역삼1동 819,37.4992062402,127.028199729
392,보안등,역삼1동 819,37.4992062402,127.028199729
393,보안등,역삼1동 818-12,37.4995846075,127.028430573
394,보안등,역삼1동 818-10,37.4996854391,127.028765355
395,보안등,역삼1동 818-10,37.4996854391,127.028765355
396,보안등,역삼1동 819-3,37.4994547196,127.029018586
397,보안등,역삼1동 635-13,37.499879887,127.029453013
398,보안등,역삼1동 681-13,37.508782022800006,127.04087990000001
399,보안등,역삼1동 681-15,37.5090127175,127.04077144700001
400,보안등,역삼1동 681-4,37.508576678000004,127.040635487
401,보안등,역삼1동 681-6,37.5088109765,127.040527035
402,보안등,역삼1동 681-6,37.5088109765,127.040527035
403,보안등,역삼1동 680-1,37.5083102687,127.03978933799999
404,보안등,역삼1동 681-1,37.5088687012,127.040350625
405,보안등,역삼1동 681-1,37.5088687012,127.040350625
406,보안등,역삼1동794-3,37.4934661219,127.03725299799999
407,보안등,역삼1동792-46,37.4938950283,127.03716727
